gender,age,study_hours_per_day,attendance_percentage,parental_education,internet_access,previous_grade,assignments_completed,sleep_hours,extracurricular_participation,final_exam_score,result
Female,15,1.02,80.85,Bachelor,Yes,61.26,8,4.23,No,59.61,Pass
Female,18,4.72,96.86,Master,Yes,68.93,0,4.64,Yes,68.03,Pass
Male,17,4.61,85.58,Master,Yes,77.17,5,6.22,Yes,72.61,Pass
Female,16,2.21,66.92,Bachelor,Yes,79.98,0,8.37,No,54.03,Pass
Male,17,2.18,87.31,Master,Yes,59.62,6,6.78,No,48.72,Pass
Female,17,5.11,77.09,Diploma,Yes,71.42,3,7.66,Yes,65.45,Pass
Male,19,0.9,83.66,Bachelor,Yes,90.04,5,6.12,Yes,60.72,Pass
Male,19,5.35,89.36,Master,Yes,93.7,6,4.2,Yes,82.93,Pass
Female,19,1.91,80.6,Bachelor,Yes,52.5,10,7.24,Yes,57.22,Pass
Male,16,3.76,92.56,Master,Yes,50.61,4,7.17,No,51.43,Pass
Male,17,5.65,88.89,Master,Yes,77.22,8,4.36,Yes,92.69,Pass
Male,15,4.23,84.6,Diploma,No,62.81,7,4.85,Yes,63.95,Pass
Male,18,2.78,66.03,Diploma,Yes,41.33,2,6.38,Yes,44.89,Pass
Male,19,4.29,93.44,Diploma,Yes,59.08,0,6.23,Yes,51.9,Pass
Male,19,2.39,97.44,Master,Yes,84.37,10,7.76,No,78.55,Pass
Female,17,2.02,65.48,Diploma,No,83.86,9,5.94,Yes,65.05,Pass
Male,17,5.98,79.53,Bachelor,Yes,67.21,7,7.32,No,76.97,Pass
Male,16,4.63,70.36,Master,Yes,65.99,3,7.52,Yes,64.6,Pass
Female,16,4.05,90.18,Bachelor,Yes,71.87,6,7.23,Yes,73.05,Pass
Female,19,2.45,88.87,Diploma,Yes,52.07,3,6.98,Yes,52.36,Pass
Female,17,0.77,65.64,Master,No,68.93,6,8.03,No,50.13,Pass
Female,15,0.67,95.08,Bachelor,Yes,40.61,0,7.29,No,34.48,Fail
Female,18,3.55,67.24,High School,Yes,66.16,0,8.17,Yes,52.1,Pass
Female,17,4.69,91.89,Bachelor,Yes,58.48,1,7.18,No,57.28,Pass
Female,17,3.46,78.28,Master,Yes,77.12,4,4.79,No,68.2,Pass
Male,16,5.12,73.13,High School,Yes,75.11,10,5.55,Yes,83.49,Pass
Male,18,0.68,66.33,Diploma,Yes,60.95,9,5.65,No,53.6,Pass
Female,19,2.52,66.7,Diploma,Yes,40.4,5,4.47,No,40.49,Pass
Male,17,1.8,86.48,Bachelor,Yes,53.88,1,7.46,No,37.99,Fail
Male,19,2.96,82.02,Diploma,Yes,74.83,0,6.98,No,54.97,Pass
Male,17,0.9,64.88,Bachelor,No,43.98,8,6.95,No,40.17,Pass
Female,19,5.75,64.51,Bachelor,Yes,45.92,6,6.39,Yes,65.71,Pass
Female,18,1.73,62.89,Bachelor,Yes,75.59,7,6.72,Yes,49.69,Pass
Male,16,5.57,89.75,Bachelor,Yes,81.57,5,4.04,Yes,88.98,Pass
Female,18,2.84,88.48,Master,Yes,57.69,8,4.48,No,65.5,Pass
Male,15,5.92,62.34,Master,No,66.93,7,7.42,Yes,74.36,Pass
Male,16,3.55,82.41,High School,Yes,92.01,3,5.31,No,76.33,Pass
Male,18,5.62,63.39,High School,No,92.0,4,4.54,Yes,74.78,Pass
Male,15,0.53,96.15,Diploma,Yes,56.91,1,5.64,No,34.22,Fail
Female,17,4.62,96.28,Master,No,84.55,0,5.27,No,69.09,Pass
Female,17,5.47,87.93,High School,Yes,72.67,5,4.15,No,79.87,Pass
Female,19,1.27,97.05,Master,Yes,93.65,2,6.05,Yes,54.65,Pass
Male,16,1.03,92.46,Master,Yes,66.27,10,4.14,No,63.2,Pass
Female,17,2.84,93.14,Diploma,Yes,82.61,3,4.0,Yes,64.24,Pass
Male,16,5.64,82.79,Diploma,Yes,82.25,0,7.96,No,69.25,Pass
Female,17,3.48,72.24,Bachelor,No,67.36,5,5.57,No,58.85,Pass
Male,19,3.4,68.71,Master,Yes,83.76,7,6.84,Yes,75.59,Pass
Male,18,1.28,73.09,Bachelor,Yes,54.36,9,5.49,Yes,43.38,Pass
Male,19,0.5,85.14,Bachelor,No,46.72,3,8.65,No,36.4,Fail
Female,15,4.96,66.91,Bachelor,Yes,63.38,9,7.65,No,71.43,Pass
Female,17,0.98,70.35,Master,Yes,91.9,7,5.85,No,62.09,Pass
Female,15,3.99,78.72,Master,Yes,67.54,10,5.05,Yes,71.37,Pass
Female,15,5.53,69.32,Bachelor,Yes,74.94,9,4.69,No,76.52,Pass
Male,16,1.65,83.55,Master,No,74.33,2,7.81,No,47.11,Pass
Female,17,4.16,96.93,Bachelor,No,47.29,10,6.27,No,66.64,Pass
Female,15,0.93,89.92,High School,Yes,61.47,6,5.16,No,49.07,Pass
Male,18,3.82,86.66,Master,Yes,78.88,2,8.6,Yes,63.26,Pass
Male,15,1.4,83.31,Diploma,Yes,93.46,5,5.95,Yes,65.85,Pass
Male,18,4.55,79.52,Diploma,No,49.24,3,6.72,Yes,63.81,Pass
Female,16,2.16,67.46,Bachelor,Yes,62.57,5,8.29,Yes,52.91,Pass
Male,15,3.05,95.79,High School,Yes,45.23,6,8.17,No,49.7,Pass
Male,19,3.8,69.94,Master,Yes,53.33,7,7.19,No,65.2,Pass
Male,16,1.44,63.65,Bachelor,Yes,60.72,5,8.44,Yes,49.18,Pass
Female,18,4.58,90.0,High School,Yes,69.74,3,8.76,No,60.81,Pass
Male,16,2.16,67.02,High School,No,52.68,8,8.68,No,54.95,Pass
Female,15,4.14,74.88,Master,Yes,52.52,6,5.75,No,64.58,Pass
Female,17,1.37,61.13,Diploma,No,82.78,8,5.99,Yes,57.85,Pass
Male,17,4.28,65.48,Diploma,Yes,92.95,2,5.2,Yes,66.31,Pass
Male,18,1.21,66.93,High School,No,57.8,4,8.18,Yes,44.24,Pass
Female,18,2.84,62.18,Diploma,Yes,77.84,0,4.61,No,50.1,Pass
Male,17,1.86,86.27,High School,Yes,54.19,10,5.78,No,51.87,Pass
Male,18,4.62,93.48,High School,Yes,91.04,7,4.05,No,94.59,Pass
Female,16,1.94,74.93,High School,Yes,77.01,0,6.97,Yes,44.98,Pass
Female,19,5.35,94.98,Diploma,No,84.15,0,7.29,Yes,66.41,Pass
Male,19,5.41,68.53,Bachelor,Yes,42.71,6,5.24,Yes,61.1,Pass
Female,16,1.58,73.02,Diploma,Yes,72.92,10,7.68,Yes,63.81,Pass
Male,19,3.88,66.03,Bachelor,No,69.02,7,5.91,No,69.16,Pass
Male,15,0.98,84.82,Diploma,No,56.11,2,5.56,No,34.43,Fail
Male,16,2.65,76.79,Master,Yes,54.43,1,8.78,Yes,50.93,Pass
Female,18,4.42,84.53,Master,No,71.9,6,6.94,Yes,64.14,Pass
Male,16,4.13,90.47,Diploma,Yes,78.86,9,5.26,No,76.96,Pass
Male,17,3.94,81.83,Master,Yes,41.82,4,8.92,No,56.38,Pass
Male,18,2.05,85.11,Master,Yes,71.21,0,5.94,Yes,50.7,Pass
Female,17,2.58,97.41,Master,Yes,49.38,1,7.24,Yes,30.41,Fail
Female,18,1.07,71.96,Master,Yes,47.72,2,7.62,Yes,35.27,Fail
Female,19,4.45,74.37,Bachelor,Yes,74.27,5,6.11,No,69.61,Pass
Female,16,3.27,88.71,High School,Yes,57.1,0,6.68,No,49.18,Pass
Female,15,4.4,84.45,Bachelor,No,64.25,7,5.2,No,67.07,Pass
Male,18,1.87,67.14,High School,Yes,59.8,1,6.33,No,40.67,Pass
Female,18,2.28,75.05,High School,No,75.66,4,5.55,No,59.71,Pass
Female,17,2.34,78.71,Diploma,Yes,65.86,7,6.74,Yes,63.6,Pass
Female,19,0.64,76.78,Diploma,Yes,92.99,4,7.35,Yes,48.85,Pass
Male,17,2.38,67.13,Diploma,Yes,59.38,7,7.07,Yes,58.65,Pass
Female,17,4.92,96.98,Diploma,Yes,80.72,5,7.88,Yes,78.3,Pass
Female,19,5.44,90.49,Diploma,No,54.15,6,4.21,Yes,74.1,Pass
Male,15,3.35,79.25,Bachelor,Yes,67.98,7,4.39,No,61.5,Pass
Female,17,3.01,87.2,Bachelor,Yes,70.39,2,5.03,Yes,58.11,Pass
Male,17,0.67,95.89,Master,No,58.1,4,8.93,Yes,34.8,Fail
Male,18,5.34,65.45,Bachelor,Yes,65.95,9,8.0,Yes,75.75,Pass
Male,19,0.57,70.01,Bachelor,Yes,55.36,6,8.62,No,42.36,Pass
Male,16,5.7,81.71,Diploma,Yes,40.33,8,5.36,Yes,69.2,Pass
Male,15,3.19,91.96,Master,No,51.86,5,6.87,No,59.51,Pass
Female,15,2.38,61.45,Bachelor,No,78.5,9,6.77,Yes,61.97,Pass
Male,19,5.58,99.36,Bachelor,Yes,82.4,0,6.85,Yes,76.8,Pass
Male,18,0.63,78.2,Master,Yes,55.41,10,7.59,No,41.39,Pass
Female,18,3.7,74.37,High School,No,62.44,7,5.97,Yes,56.47,Pass
Male,19,3.52,71.71,Diploma,Yes,42.06,5,7.39,Yes,56.3,Pass
Female,18,1.71,66.97,Bachelor,No,53.04,0,7.94,No,36.98,Fail
Female,15,2.86,91.66,Bachelor,Yes,82.86,3,5.45,Yes,71.14,Pass
Female,15,4.09,98.22,Master,No,73.33,5,8.73,No,73.43,Pass
Male,16,4.5,76.55,Bachelor,Yes,51.32,9,6.59,No,68.74,Pass
Male,19,0.5,98.1,Diploma,Yes,54.16,0,7.66,No,31.51,Fail
Male,17,5.65,92.95,Bachelor,Yes,84.92,9,7.64,No,86.38,Pass
Female,17,1.4,79.24,High School,Yes,51.5,4,6.83,No,45.36,Pass
Male,16,1.78,86.96,Diploma,No,58.38,2,5.61,Yes,42.04,Pass
Male,16,1.95,77.4,High School,Yes,76.54,6,7.33,Yes,61.35,Pass
Male,18,0.71,82.35,Master,No,70.86,7,4.44,Yes,50.75,Pass
Female,16,1.18,62.32,Diploma,Yes,65.35,2,8.91,No,43.28,Pass
Female,16,5.92,87.85,Bachelor,Yes,89.49,9,4.92,Yes,99.88,Pass
Male,17,2.23,62.11,Diploma,Yes,52.08,2,5.38,No,44.97,Pass
Male,18,1.13,92.68,Diploma,Yes,80.78,10,8.77,Yes,64.89,Pass
Male,16,1.09,93.0,Diploma,Yes,48.75,2,4.93,No,40.0,Pass
Male,16,4.46,69.48,High School,Yes,73.87,10,4.85,No,80.18,Pass
Female,18,5.2,72.95,Master,Yes,87.88,5,8.02,Yes,79.48,Pass
Female,19,1.91,79.25,Diploma,Yes,65.18,5,5.26,Yes,55.47,Pass
Female,18,0.62,83.87,Bachelor,No,79.84,2,4.47,Yes,51.96,Pass
Female,17,1.73,71.49,Diploma,Yes,85.12,5,5.13,No,65.22,Pass
Male,19,0.81,83.7,Diploma,Yes,47.48,8,8.44,Yes,47.42,Pass
Male,15,1.07,71.91,Master,Yes,78.82,10,5.4,No,57.18,Pass
Male,18,2.87,62.22,Bachelor,No,90.59,7,7.48,Yes,71.23,Pass
Female,17,1.76,60.1,Bachelor,Yes,71.7,10,5.98,No,62.7,Pass
Male,19,3.34,64.05,High School,Yes,50.24,6,5.31,No,57.96,Pass
Female,18,1.89,91.69,Bachelor,Yes,46.98,6,4.72,Yes,43.36,Pass
Female,16,5.67,98.46,Bachelor,Yes,54.29,7,8.86,Yes,76.41,Pass
Male,18,5.48,77.08,Bachelor,Yes,45.69,6,6.61,Yes,66.02,Pass
Male,15,3.62,80.51,Diploma,No,68.24,2,4.57,No,52.58,Pass
Male,18,2.45,65.87,High School,Yes,43.83,7,4.99,No,40.0,Pass
Female,19,2.6,82.04,Bachelor,Yes,52.29,7,6.04,Yes,60.47,Pass
Male,19,2.77,65.79,Bachelor,Yes,64.2,0,6.72,Yes,41.16,Pass
Female,18,4.5,84.45,Bachelor,No,66.07,9,4.91,Yes,67.97,Pass
Male,19,2.98,97.33,Diploma,Yes,71.1,4,5.39,No,58.25,Pass
Female,16,5.21,67.83,Diploma,Yes,78.81,4,7.92,No,78.21,Pass
Female,18,5.69,90.58,High School,Yes,42.6,0,6.09,Yes,55.52,Pass
Male,16,2.35,60.94,Master,Yes,44.43,5,4.01,Yes,47.84,Pass
Female,16,3.58,75.02,High School,Yes,43.35,5,4.27,No,52.5,Pass
Female,17,1.02,64.43,Diploma,Yes,63.27,3,6.2,No,44.36,Pass
Male,18,1.6,74.1,Bachelor,Yes,42.3,5,4.3,Yes,41.31,Pass
Female,19,2.77,66.94,Bachelor,Yes,81.03,5,4.87,Yes,60.6,Pass
Male,16,1.63,74.93,High School,Yes,52.27,0,7.64,Yes,33.35,Fail
Female,17,5.32,76.7,Bachelor,Yes,91.66,4,6.4,No,77.4,Pass
Male,18,1.37,72.02,Diploma,No,66.75,1,6.41,Yes,54.82,Pass
Male,18,3.01,86.26,High School,Yes,64.55,6,6.99,No,64.35,Pass
Female,15,3.83,96.75,Master,Yes,82.93,8,7.94,Yes,73.71,Pass
Female,15,4.31,76.02,Diploma,Yes,79.22,8,4.79,Yes,70.19,Pass
Female,16,2.61,67.69,Diploma,Yes,73.4,10,4.87,Yes,68.73,Pass
Female,15,5.28,70.83,Bachelor,No,91.43,8,4.61,Yes,77.51,Pass
Female,16,3.63,94.16,Diploma,No,63.22,10,8.68,Yes,77.38,Pass
Male,19,2.92,82.87,Diploma,Yes,84.47,6,6.89,Yes,55.91,Pass
Female,16,0.87,78.2,Master,Yes,60.91,6,4.46,No,46.97,Pass
Male,15,3.06,65.99,Bachelor,Yes,86.11,0,5.1,No,47.34,Pass
Male,19,5.01,77.99,Diploma,No,54.27,10,7.63,Yes,76.8,Pass
Female,15,3.88,71.14,Bachelor,Yes,55.91,10,4.14,No,65.09,Pass
Male,16,5.08,97.73,Diploma,Yes,77.28,5,7.63,No,79.61,Pass
Male,17,3.22,95.36,Master,Yes,51.7,4,8.56,No,43.5,Pass
Male,18,1.15,63.36,Bachelor,No,52.6,7,4.28,No,52.77,Pass
Male,15,0.58,80.67,Bachelor,Yes,56.79,7,4.93,Yes,49.44,Pass
Female,16,2.17,69.0,Master,Yes,77.34,10,4.01,Yes,68.51,Pass
Male,19,4.34,76.43,High School,Yes,88.92,3,4.55,Yes,66.7,Pass
Female,15,4.85,95.07,Diploma,Yes,77.1,0,7.08,Yes,63.05,Pass
Female,15,2.13,81.1,Diploma,Yes,85.53,5,4.22,Yes,66.56,Pass
Male,18,3.23,73.37,High School,No,69.9,9,6.13,No,65.27,Pass
Female,16,2.82,68.32,Bachelor,No,43.79,0,6.52,No,37.89,Fail
Female,17,2.76,92.01,Bachelor,Yes,45.53,4,8.53,Yes,47.71,Pass
Female,19,1.77,84.98,Master,No,70.49,4,6.37,Yes,54.45,Pass
Male,16,1.25,78.72,Master,Yes,58.03,2,4.71,Yes,34.36,Fail
Female,19,1.58,68.7,Master,Yes,52.13,4,5.45,Yes,50.88,Pass
Female,15,0.8,73.37,High School,No,65.64,5,7.36,No,52.28,Pass
Female,18,1.59,98.39,High School,Yes,76.66,4,4.56,No,47.59,Pass
Male,18,0.55,80.8,Bachelor,Yes,61.17,0,5.16,No,25.48,Fail
Female,17,3.95,76.03,Master,No,84.14,6,8.98,No,80.04,Pass
Male,18,2.24,80.86,Bachelor,Yes,80.62,2,4.03,Yes,55.87,Pass
Male,15,5.85,91.16,High School,Yes,80.42,6,4.76,Yes,73.52,Pass
Male,17,1.57,73.6,Diploma,No,94.19,4,8.22,Yes,58.41,Pass
Male,16,2.4,67.15,Bachelor,Yes,56.24,2,4.51,No,43.76,Pass
Male,18,2.47,83.4,High School,Yes,75.46,10,4.17,Yes,74.07,Pass
Male,17,0.55,86.61,Master,Yes,87.05,5,4.61,Yes,60.96,Pass
Female,15,5.12,88.51,Diploma,Yes,71.87,0,7.47,Yes,63.83,Pass
Male,19,0.68,95.28,Diploma,Yes,83.42,5,8.97,No,55.43,Pass
Female,19,5.67,74.85,Diploma,Yes,62.79,3,6.95,Yes,64.58,Pass
Female,15,5.41,63.01,Master,Yes,72.48,3,4.62,No,75.38,Pass
Male,15,3.45,98.33,Diploma,Yes,43.06,4,4.92,No,50.2,Pass
Female,19,3.49,77.4,High School,Yes,94.22,8,6.69,No,81.46,Pass
Female,17,4.1,84.93,Bachelor,Yes,84.0,0,7.58,Yes,57.23,Pass
Female,19,2.63,86.65,Diploma,No,87.78,2,7.31,Yes,54.59,Pass
Female,15,4.06,81.86,Diploma,Yes,78.19,10,6.87,Yes,80.72,Pass
Male,18,0.75,68.21,High School,No,50.23,3,8.93,No,34.77,Fail
Female,16,0.8,90.21,Master,Yes,41.71,1,4.99,No,24.83,Fail
Male,18,3.01,92.15,Diploma,Yes,87.56,8,4.86,Yes,73.68,Pass
Female,18,3.52,82.12,High School,Yes,61.8,10,8.3,No,82.97,Pass
Female,15,5.38,79.54,High School,Yes,54.51,6,5.45,No,68.47,Pass
Male,19,1.08,64.56,Master,Yes,70.89,0,5.66,Yes,38.71,Fail
Female,17,5.02,63.36,Master,Yes,63.15,8,6.74,Yes,71.21,Pass
Female,18,1.66,73.58,Bachelor,No,75.84,5,5.91,No,61.99,Pass
Female,19,2.67,72.43,Diploma,Yes,66.61,1,5.44,Yes,48.51,Pass
Male,17,2.24,98.15,Bachelor,No,78.35,0,8.59,Yes,53.6,Pass
Female,18,2.7,91.34,High School,Yes,86.94,5,4.65,No,70.99,Pass
Male,17,1.33,86.4,Diploma,Yes,50.76,6,6.02,No,54.11,Pass
Female,19,3.27,80.71,High School,Yes,58.12,9,4.01,No,62.03,Pass
Male,16,4.91,66.69,High School,Yes,64.02,5,8.04,Yes,62.02,Pass
Male,19,2.93,99.14,High School,No,92.91,6,4.84,Yes,70.16,Pass
Female,15,3.2,75.0,Master,Yes,60.09,5,7.86,No,60.8,Pass
Female,17,5.17,64.28,Master,Yes,60.96,7,4.74,No,74.5,Pass
Male,16,4.38,79.75,Diploma,Yes,75.94,1,6.08,Yes,63.23,Pass
Male,17,3.2,94.96,High School,Yes,63.06,8,7.64,No,71.62,Pass
Female,17,1.92,95.49,High School,No,92.32,8,5.35,Yes,75.92,Pass
Male,18,5.37,60.44,Diploma,Yes,89.2,10,5.57,No,85.46,Pass
Female,15,3.67,95.45,Bachelor,Yes,68.24,8,7.34,Yes,63.69,Pass
Female,17,1.72,70.86,High School,Yes,75.46,6,4.94,Yes,55.67,Pass
Female,19,1.98,61.56,Master,No,43.19,8,8.76,Yes,52.02,Pass
Female,19,4.92,93.91,Bachelor,Yes,78.27,0,4.94,Yes,67.77,Pass
Male,18,0.74,94.55,Bachelor,Yes,78.9,2,7.75,No,39.7,Fail
Female,15,5.96,83.85,Bachelor,Yes,59.76,1,8.01,No,52.28,Pass
Male,15,1.22,82.98,Bachelor,No,52.08,10,5.87,Yes,58.68,Pass
Female,19,4.88,92.52,Bachelor,Yes,90.33,0,4.78,Yes,73.36,Pass
Male,16,2.67,91.45,Bachelor,Yes,63.47,4,4.83,Yes,57.68,Pass
Female,18,3.21,95.6,Diploma,Yes,75.95,0,8.93,No,60.52,Pass
Male,18,5.34,82.11,Diploma,Yes,41.83,2,7.63,No,56.69,Pass
Male,19,2.77,98.71,Bachelor,Yes,62.77,5,6.25,No,52.18,Pass
Female,19,3.46,99.85,Master,Yes,84.95,5,5.29,No,69.71,Pass
Female,16,0.77,64.66,Diploma,Yes,61.32,2,4.09,Yes,38.46,Fail
Female,16,0.51,93.98,Diploma,Yes,73.17,3,7.35,No,44.37,Pass
Female,15,1.85,79.99,Bachelor,Yes,51.54,6,8.78,Yes,46.93,Pass
Male,18,4.24,75.5,Master,Yes,62.91,5,4.53,No,63.45,Pass
Female,18,1.17,84.52,Bachelor,No,91.02,10,7.77,No,66.57,Pass
Male,19,1.13,62.24,Master,No,71.15,1,4.77,No,31.68,Fail
Male,15,2.76,80.26,Master,Yes,89.61,8,7.96,No,74.21,Pass
Female,18,4.06,94.84,High School,Yes,89.61,5,5.85,No,81.85,Pass
Male,15,4.42,68.54,Diploma,No,91.93,1,7.56,Yes,56.7,Pass
Male,15,1.48,77.06,Bachelor,Yes,89.25,6,8.63,Yes,63.64,Pass
Male,19,0.94,97.58,Diploma,Yes,40.18,10,7.1,Yes,45.47,Pass
Male,15,5.67,77.14,Diploma,No,91.37,10,8.6,No,96.01,Pass
Female,16,1.93,74.33,Master,Yes,47.56,9,5.18,No,56.01,Pass
Female,16,5.19,77.62,Diploma,Yes,42.2,9,8.89,Yes,73.86,Pass
Female,17,5.25,80.78,High School,Yes,43.05,3,8.36,No,53.33,Pass
Female,19,4.75,85.28,Bachelor,Yes,59.19,0,4.54,No,56.28,Pass
Male,17,1.43,92.03,Diploma,Yes,74.14,9,6.07,Yes,76.46,Pass
Male,16,5.02,78.08,Bachelor,No,62.13,8,8.64,No,74.77,Pass
Female,17,4.73,92.7,Diploma,Yes,41.41,10,4.39,No,73.03,Pass
Female,19,3.78,81.35,Bachelor,Yes,66.21,9,6.27,Yes,78.53,Pass
Female,19,2.35,73.54,Bachelor,No,64.32,7,7.62,No,54.42,Pass
Male,15,1.94,86.32,Bachelor,Yes,81.63,4,4.17,No,48.89,Pass
Female,18,1.17,88.71,Diploma,Yes,55.38,2,7.76,Yes,32.39,Fail
Female,15,3.3,82.32,High School,Yes,51.96,3,5.81,Yes,45.72,Pass
Female,19,3.72,62.26,Bachelor,No,54.08,2,5.25,No,48.36,Pass
Male,16,2.48,66.8,Master,Yes,56.71,9,6.88,Yes,62.25,Pass
Male,16,3.11,71.41,Master,Yes,72.95,7,6.72,No,70.64,Pass
Male,15,2.5,71.31,Master,Yes,65.93,4,8.37,No,48.63,Pass
Male,19,4.03,86.94,High School,Yes,58.53,10,7.38,No,82.98,Pass
Male,16,5.46,60.73,Bachelor,Yes,60.59,7,6.11,No,78.11,Pass
Male,19,1.4,90.23,High School,Yes,60.4,0,7.25,Yes,37.65,Fail
Male,16,2.6,70.61,Bachelor,Yes,93.48,8,7.75,Yes,85.36,Pass
Male,19,1.27,72.4,High School,Yes,52.81,10,8.69,Yes,57.68,Pass
Female,17,3.94,81.12,Bachelor,Yes,84.99,9,7.52,Yes,79.47,Pass
Female,19,4.51,68.64,Master,Yes,78.95,2,6.72,No,60.31,Pass
Male,19,5.63,95.38,Bachelor,Yes,40.31,0,5.86,Yes,48.24,Pass
Male,15,2.03,63.41,High School,No,94.62,2,8.46,No,63.03,Pass
Female,17,5.73,77.78,Bachelor,No,81.6,1,7.96,No,71.55,Pass
Male,18,0.85,93.98,Diploma,No,77.53,6,4.39,No,58.78,Pass
Male,15,3.82,84.63,Bachelor,Yes,62.29,9,7.5,No,64.8,Pass
Male,18,0.81,71.69,Master,Yes,70.54,3,6.69,No,48.16,Pass
Female,16,5.42,76.83,Bachelor,Yes,53.93,6,4.52,Yes,68.73,Pass
Female,18,3.41,88.27,Diploma,Yes,41.95,2,6.82,No,41.23,Pass
Female,19,4.18,98.93,Diploma,Yes,85.98,5,4.96,Yes,68.07,Pass
Female,18,5.07,95.73,Diploma,Yes,89.31,6,7.54,No,82.84,Pass
Female,15,1.33,73.7,High School,Yes,48.94,6,5.39,No,49.02,Pass
Male,15,0.71,99.93,Diploma,Yes,83.29,4,4.75,No,60.16,Pass
Female,18,5.33,60.14,High School,Yes,80.76,5,4.41,No,76.13,Pass
Male,15,2.23,61.11,Diploma,Yes,49.81,2,6.45,No,37.15,Fail
Male,15,1.21,92.95,High School,Yes,63.2,3,5.0,Yes,46.73,Pass
Female,18,3.08,67.98,Diploma,Yes,63.25,10,8.28,No,69.27,Pass
Female,17,3.79,62.43,Diploma,No,81.8,5,4.02,Yes,64.09,Pass
Male,17,0.67,69.49,Bachelor,Yes,86.07,2,8.22,Yes,46.37,Pass
Male,16,2.01,77.04,Diploma,Yes,45.21,6,6.61,Yes,47.98,Pass
Male,15,0.68,89.22,Bachelor,No,70.96,2,8.61,Yes,45.82,Pass
Female,18,2.81,84.97,Diploma,Yes,81.9,8,5.02,Yes,65.02,Pass
Female,15,5.42,69.5,Diploma,Yes,83.24,3,4.51,No,70.59,Pass
Female,19,5.9,80.13,Bachelor,Yes,48.14,1,7.12,No,59.47,Pass
Female,15,4.0,97.05,Bachelor,Yes,68.9,5,7.53,No,69.75,Pass
Female,15,1.39,92.6,High School,Yes,87.17,8,5.86,No,67.78,Pass
Male,17,5.48,72.93,Master,Yes,57.52,9,4.07,Yes,77.16,Pass
Female,18,3.34,99.29,Bachelor,Yes,63.38,9,6.03,No,71.26,Pass
Male,15,1.35,88.34,High School,No,84.24,1,5.17,No,47.17,Pass
Male,17,5.57,62.5,Diploma,Yes,44.91,3,5.74,No,64.95,Pass
Male,16,4.67,61.41,Bachelor,Yes,87.27,4,6.53,Yes,70.48,Pass
Female,17,4.52,66.74,Bachelor,Yes,57.11,8,7.51,Yes,64.34,Pass
Female,17,4.4,89.11,Diploma,Yes,40.08,6,8.82,Yes,51.65,Pass
Female,17,1.6,67.35,Diploma,No,52.88,4,4.72,Yes,41.3,Pass
Male,15,1.66,80.46,Diploma,Yes,44.92,5,7.4,Yes,40.84,Pass
Male,15,4.29,63.73,Diploma,No,45.08,8,5.17,No,59.97,Pass
Male,16,1.71,96.84,Master,Yes,78.11,3,5.1,Yes,57.07,Pass
Male,19,2.91,73.76,Bachelor,No,51.77,1,7.17,No,50.58,Pass
Male,19,4.8,96.33,Diploma,Yes,91.41,4,7.88,No,82.26,Pass
Male,19,4.81,97.8,Diploma,Yes,68.4,6,8.89,No,63.12,Pass
Female,16,2.99,60.25,Master,Yes,65.31,3,7.84,Yes,58.14,Pass
Female,19,4.86,78.57,Bachelor,Yes,63.89,0,4.79,No,60.32,Pass
Female,19,5.11,60.99,High School,Yes,78.09,7,5.13,No,85.89,Pass
Female,17,4.1,96.35,Bachelor,No,64.87,4,7.81,Yes,60.89,Pass
Male,15,1.76,80.74,High School,Yes,47.07,9,6.63,No,48.66,Pass
Male,15,2.01,63.0,Master,Yes,88.41,1,5.48,Yes,58.04,Pass
Female,17,2.23,64.41,Diploma,Yes,63.56,2,6.36,Yes,50.78,Pass
Male,17,1.14,75.34,Master,Yes,44.07,9,8.57,Yes,45.48,Pass
Female,17,2.0,97.61,Bachelor,No,69.12,9,7.78,No,64.14,Pass
Female,15,1.65,87.72,Diploma,Yes,75.6,4,6.25,No,57.66,Pass
Female,19,3.0,94.7,Bachelor,Yes,55.16,10,8.9,No,68.28,Pass
Male,17,5.5,74.66,High School,Yes,84.02,3,7.97,Yes,74.39,Pass
Female,16,1.07,61.73,Bachelor,Yes,76.84,8,4.03,No,58.72,Pass
Female,17,4.46,98.97,Master,Yes,75.77,8,4.56,No,74.41,Pass
Female,18,4.28,60.69,Master,Yes,63.15,7,6.77,Yes,65.72,Pass
Male,17,1.03,97.91,Master,Yes,92.91,1,5.75,No,47.18,Pass
Male,15,5.57,74.75,Diploma,Yes,55.08,4,8.06,No,65.33,Pass
Female,17,3.63,60.4,Bachelor,Yes,71.77,7,8.48,Yes,60.05,Pass
Male,18,2.5,87.57,Diploma,Yes,57.0,7,5.2,Yes,52.54,Pass
Male,16,4.66,99.22,Bachelor,Yes,80.96,6,7.82,No,93.54,Pass
Male,19,1.92,98.63,High School,Yes,42.63,3,6.68,No,33.02,Fail
Male,17,4.31,66.44,Bachelor,Yes,42.52,2,5.96,Yes,54.08,Pass
Male,18,0.72,67.25,Bachelor,Yes,84.6,7,7.93,Yes,59.53,Pass
Male,18,5.12,82.62,Bachelor,Yes,63.88,7,6.82,Yes,74.92,Pass
Male,16,2.96,85.49,Bachelor,Yes,58.76,9,7.18,No,59.52,Pass
Male,15,4.0,89.58,High School,No,73.41,4,4.31,Yes,69.97,Pass
Male,17,1.72,67.24,Diploma,Yes,78.6,2,6.93,No,41.68,Pass
